date,action,position_id,structure,quantity,direction,net_cash_flow,edge_after_costs,reasons,reason,realized_pnl,gross_option_pnl,commission,slippage,shares,gross_cash_flow
2023-06-23,entry,P0051,iron_butterfly,7.0,short_vol,9050.0375,10583.414483597819,,,,,,,,
2023-06-27,exit,P0051,,,,,,,signal_convergence,-213.9549999999981,-147.96249999999782,36.4,29.592500000000122,,
2023-07-06,entry,P0052,long_straddle,4.0,long_vol,-6763.720000000001,2963.496811055745,,,,,,,,
2023-07-07,entry_rejected,,,,,,,['Trade cooldown active (1 < 5 days).'],,,,,,,
2023-07-10,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-07-11,entry,P0053,long_straddle,4.0,long_vol,-6584.039999999999,3337.3482473359513,,,,,,,,
2023-07-11,hedge,,,,,38928.692704,,,,,,,,-88.0,38932.586352
2023-07-12,exit,P0052,,,,,,,signal_convergence,-94.88000000000102,-70.40000000000146,10.4,14.080000000000226,,
2023-07-12,exit,P0053,,,,,,,signal_convergence,-93.91999999999825,-69.59999999999854,10.4,13.9199999999998,,
2023-07-12,hedge,,,,,-39257.609952,,,,,,,,88.0,-39253.684976
2023-07-27,entry,P0054,long_straddle,4.0,long_vol,-6543.43,3428.80865342357,,,,,,,,
2023-07-27,hedge,,,,,23524.774104,,,,,,,,-52.0,23527.127052
2023-07-28,exit,P0054,,,,,,,signal_convergence,-93.6200000000008,-69.35000000000036,10.4,13.870000000000005,,
2023-07-28,hedge,,,,,-23764.591967999997,,,,,,,,52.0,-23762.215984
2023-08-01,entry,P0055,long_straddle,4.0,long_vol,-6385.5599999999995,3674.094335761176,,,,,,,,
2023-08-01,hedge,,,,,24644.990016000003,,,,,,,,-54.0,24647.455008
2023-08-02,entry_rejected,,,,,,,['Trade cooldown active (1 < 5 days).'],,,,,,,
2023-08-03,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-08-04,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-08-07,entry,P0056,long_straddle,4.0,long_vol,-7083.4,1597.5147847402266,,,,,,,,
2023-08-08,entry_rejected,,,,,,,['Trade cooldown active (1 < 5 days).'],,,,,,,
2023-08-09,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-08-10,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-08-11,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-08-14,entry,P0057,long_straddle,4.0,long_vol,-6639.99,2356.2363822142484,,,,,,,,
2023-08-14,hedge,,,,,37633.711752,,,,,,,,-84.0,37637.475876000004
2023-08-15,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-08-16,entry_rejected,,,,,,,"['Trade cooldown active (2 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-08-16,exit,P0055,,,,,,,maximum_holding_period,-91.51999999999953,-67.59999999999945,10.4,13.519999999999932,,
2023-08-16,hedge,,,,,-23745.308112000002,,,,,,,,54.0,-23742.934056000002
2023-08-17,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-08-18,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-08-21,entry,P0058,long_straddle,4.0,long_vol,-7522.499999999999,518.9885269201382,,,,,,,,
2023-08-22,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-08-22,exit,P0056,,,,,,,maximum_holding_period,-98.23999999999978,-73.20000000000073,10.4,14.640000000000075,,
2023-08-23,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-08-24,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-08-28,entry,P0059,long_straddle,4.0,long_vol,-6659.12,1772.7237882967843,,,,,,,,
2023-08-29,exit,P0057,,,,,,,maximum_holding_period,-90.73999999999978,-66.95000000000073,10.4,13.390000000000146,,
2023-08-31,exit,P0058,,,,,,,signal_convergence,-104.35999999999876,-78.29999999999927,10.4,15.659999999999918,,
2023-08-31,exit,P0059,,,,,,,signal_convergence,-92.47999999999956,-68.39999999999964,10.4,13.680000000000003,,
2023-08-31,hedge,,,,,-37836.965879999996,,,,,,,,84.0,-37833.18294
2023-09-12,entry,P0060,iron_butterfly,6.0,short_vol,8905.14,6977.239296389392,,,,,,,,
2023-09-12,hedge,,,,,-27210.831078000003,,,,,,,,61.0,-27208.110539
2023-09-14,exit,P0060,,,,,,,signal_convergence,-175.5600000000013,-120.29999999999927,31.200000000000003,24.060000000000013,,
2023-09-14,hedge,,,,,27466.465608000002,,,,,,,,-61.0,27469.212804000003
2023-09-20,entry,P0061,long_straddle,4.0,long_vol,-6618.46,1338.04413687512,,,,,,,,
2023-09-21,entry_rejected,,,,,,,['Trade cooldown active (1 < 5 days).'],,,,,,,
2023-09-22,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-09-25,entry,P0062,long_straddle,4.0,long_vol,-7297.29,399.88947840742844,,,,,,,,
2023-09-25,hedge,,,,,35435.771428,,,,,,,,-82.0,35439.315714000004
2023-09-26,entry_rejected,,,,,,,['Trade cooldown active (1 < 5 days).'],,,,,,,
2023-09-27,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-09-28,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-09-29,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-10-02,entry,P0063,long_straddle,4.0,long_vol,-7518.24,571.1888089268674,,,,,,,,
2023-10-03,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-04,entry_rejected,,,,,,,"['Trade cooldown active (2 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-05,entry_rejected,,,,,,,"['Trade cooldown active (3 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-05,exit,P0061,,,,,,,maximum_holding_period,-93.31999999999971,-69.10000000000036,10.4,13.820000000000121,,
2023-10-06,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-10-09,entry,P0064,long_straddle,4.0,long_vol,-7643.0199999999995,1647.7078235682195,,,,,,,,
2023-10-09,hedge,,,,,21610.1771,,,,,,,,-50.0,21612.33855
2023-10-10,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-10,exit,P0062,,,,,,,maximum_holding_period,-100.21999999999935,-74.85000000000036,10.4,14.970000000000017,,
2023-10-11,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-10-12,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-10-13,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-10-16,entry,P0065,long_straddle,4.0,long_vol,-7485.17,901.3909245349926,,,,,,,,
2023-10-17,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-17,exit,P0063,,,,,,,maximum_holding_period,-104.0,-78.0,10.4,15.600000000000058,,
2023-10-18,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-10-19,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-10-20,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-10-23,entry,P0066,long_straddle,4.0,long_vol,-8550.58,3718.7070702961837,,,,,,,,
2023-10-24,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-24,exit,P0064,,,,,,,maximum_holding_period,-105.31999999999971,-79.10000000000036,10.4,15.820000000000078,,
2023-10-25,entry_rejected,,,,,,,['Trade cooldown active (2 < 5 days).'],,,,,,,
2023-10-26,entry_rejected,,,,,,,['Trade cooldown active (3 < 5 days).'],,,,,,,
2023-10-27,entry_rejected,,,,,,,['Trade cooldown active (4 < 5 days).'],,,,,,,
2023-10-30,entry,P0067,long_straddle,4.0,long_vol,-8160.890000000001,3358.2271771875976,,,,,,,,
2023-10-31,entry_rejected,,,,,,,"['Trade cooldown active (1 < 5 days).', 'Open position count 3 >= maximum 3.']",,,,,,,
2023-10-31,exit,P0065,,,,,,,maximum_holding_period,-100.21999999999935,-74.85000000000036,10.4,14.970000000000105,,
2023-10-31,hedge,,,,,-23842.167479999996,,,,,,,,57.0,-23839.78374
2023-11-01,exit,P0066,,,,,,,signal_convergence,-119.23999999999978,-90.69999999999891,10.4,18.14,,
2023-11-01,exit,P0067,,,,,,,signal_convergence,-113.65999999999985,-86.05000000000018,10.4,17.210000000000036,,
2023-11-01,hedge,,,,,-31705.8399,,,,,,,,75.0,-31702.66995
2023-11-09,entry,P0068,iron_butterfly,10.0,short_vol,13218.875,5541.9108672632965,,,,,,,,
2023-11-09,hedge,,,,,-26469.532848,,,,,,,,61.0,-26466.886424
2023-11-13,exit,P0068,,,,,,,signal_convergence,-404.3500000000022,-293.62500000000364,52.0,58.72499999999997,,
2023-11-13,hedge,,,,,26846.219682,,,,,,,,-61.0,26848.904841
2023-11-29,entry,P0069,iron_butterfly,5.0,short_vol,6560.5125,2403.0537695364656,,,,,,,,
2023-12-08,entry_skipped,,,,,,,,structure_selection_failed,,,,,,
2023-12-11,entry_skipped,,,,,,,,structure_selection_failed,,,,,,
2023-12-12,entry_skipped,,,,,,,,structure_selection_failed,,,,,,
2023-12-13,entry_skipped,,,,,,,,structure_selection_failed,,,,,,
2023-12-14,entry_rejected,,,,,,,['Duplicate iron_butterfly already open for expiration 2023-12-29.'],,,,,,,
2023-12-14,exit,P0069,,,,,,,maximum_holding_period,-121.02500000000055,-79.18750000000091,26.0,15.837499999999988,,
2023-12-15,entry_skipped,,,,,,,,structure_selection_failed,,,,,,
