as_of_date,kappa,theta,xi,rho,v0,mu,model,window_start,window_end,n_observations,calibration_loss,optimizer_success
2021-05-03,2.0,0.06613817976166712,0.3,-0.5,0.06613817976166712,0.20955825882601176,heston,2019-05-03,2021-05-03,503,0.0,True
2021-05-10,2.0,0.06608195737738025,0.3,-0.5,0.06608195737738025,0.21942590979065868,heston,2019-05-10,2021-05-10,503,0.0,True
2021-05-17,2.0,0.06609689169426476,0.3,-0.5,0.06609689169426476,0.22046958027699234,heston,2019-05-17,2021-05-17,503,0.0,True
2021-05-24,2.0,0.06608671792358436,0.3,-0.5,0.06608671792358436,0.23023829645678584,heston,2019-05-24,2021-05-24,503,0.0,True
2021-06-01,2.0,0.06590230348924699,0.3,-0.5,0.06590230348924699,0.2455041091072279,heston,2019-06-03,2021-06-01,503,0.0,True
2021-06-07,2.0,0.06564556672154427,0.3,-0.5,0.06564556672154427,0.22505969899607128,heston,2019-06-07,2021-06-07,503,0.0,True
2021-06-14,2.0,0.06563886222173503,0.3,-0.5,0.06563886222173503,0.2258899119281801,heston,2019-06-14,2021-06-14,503,0.0,True
2021-06-21,2.0,0.06579761976172,0.3,-0.5,0.06579761976172,0.21261562560032818,heston,2019-06-21,2021-06-21,503,0.0,True
2021-06-28,2.0,0.06575494097150696,0.3,-0.5,0.06575494097150696,0.222108679964088,heston,2019-06-28,2021-06-28,503,0.0,True
2021-07-06,2.0,0.06570959340772022,0.3,-0.5,0.06570959340772022,0.2219550744919372,heston,2019-07-08,2021-07-06,503,0.0,True
2021-07-12,2.0,0.06578996518913607,0.3,-0.5,0.06578996518913607,0.22035164402334662,heston,2019-07-12,2021-07-12,503,0.0,True
2021-07-19,2.0,0.06590688618297581,0.3,-0.5,0.06590688618297581,0.2121661301074771,heston,2019-07-19,2021-07-19,503,0.0,True
2021-07-26,2.0,0.0660101607969396,0.3,-0.5,0.0660101607969396,0.22269650050525108,heston,2019-07-26,2021-07-26,503,0.0,True
2021-08-02,2.0,0.06589237341706733,0.3,-0.5,0.06589237341706733,0.23454997421196364,heston,2019-08-02,2021-08-02,503,0.0,True
2021-08-09,2.0,0.06516948721223749,0.3,-0.5,0.06516948721223749,0.2410745997518648,heston,2019-08-09,2021-08-09,503,0.0,True
2021-08-16,2.0,0.06440665135237468,0.3,-0.5,0.06440665135237468,0.25092928377181556,heston,2019-08-16,2021-08-16,503,0.0,True
2021-08-23,2.0,0.06407282006759385,0.3,-0.5,0.06407282006759385,0.2580735740063337,heston,2019-08-23,2021-08-23,503,0.0,True
2021-08-30,2.0,0.06398269637713604,0.3,-0.5,0.06398269637713604,0.2503732396325688,heston,2019-08-30,2021-08-30,503,0.0,True
2021-09-07,2.0,0.06384958354123044,0.3,-0.5,0.06384958354123044,0.23969822716275832,heston,2019-09-09,2021-09-07,503,0.0,True
2021-09-13,2.0,0.06387940482997134,0.3,-0.5,0.06387940482997134,0.2294362267087704,heston,2019-09-13,2021-09-13,503,0.0,True
2021-09-20,2.0,0.06411935208870542,0.3,-0.5,0.06411935208870542,0.21998456943452377,heston,2019-09-20,2021-09-20,503,0.0,True
2021-09-27,2.0,0.06415751998589887,0.3,-0.5,0.06415751998589887,0.23469398858167473,heston,2019-09-27,2021-09-27,503,0.0,True
2021-10-04,2.0,0.06425359804721642,0.3,-0.5,0.06425359804721642,0.22042434041754672,heston,2019-10-04,2021-10-04,503,0.0,True
2021-10-11,2.0,0.06412239937364098,0.3,-0.5,0.06412239937364098,0.22410633172257421,heston,2019-10-11,2021-10-11,503,0.0,True
2021-10-18,2.0,0.06422237611512922,0.3,-0.5,0.06422237611512922,0.23551013235875237,heston,2019-10-18,2021-10-18,503,0.0,True
2021-10-25,2.0,0.06423055858745383,0.3,-0.5,0.06423055858745383,0.2387271454857124,heston,2019-10-25,2021-10-25,503,0.0,True
2021-11-01,2.0,0.06422802784494147,0.3,-0.5,0.06422802784494147,0.23615432008017723,heston,2019-11-01,2021-11-01,503,0.0,True
2021-11-08,2.0,0.0642460793653138,0.3,-0.5,0.0642460793653138,0.2411910673425474,heston,2019-11-08,2021-11-08,503,0.0,True
2021-11-15,2.0,0.0642917136241788,0.3,-0.5,0.0642917136241788,0.23500822181902956,heston,2019-11-15,2021-11-15,503,0.0,True
2021-11-22,2.0,0.06430041778978744,0.3,-0.5,0.06430041778978744,0.23649805276420544,heston,2019-11-22,2021-11-22,503,0.0,True
2021-11-29,2.0,0.0645991472511434,0.3,-0.5,0.0645991472511434,0.22808657003996163,heston,2019-11-29,2021-11-29,503,0.0,True
2021-12-06,2.0,0.06496911956261826,0.3,-0.5,0.06496911956261826,0.22107511428877616,heston,2019-12-06,2021-12-06,503,0.0,True
2021-12-13,2.0,0.06523622176983593,0.3,-0.5,0.06523622176983593,0.22574997612385894,heston,2019-12-13,2021-12-13,503,0.0,True
2021-12-20,2.0,0.06557309253760998,0.3,-0.5,0.06557309253760998,0.2079610217963197,heston,2019-12-20,2021-12-20,503,0.0,True
2021-12-27,2.0,0.06585099450429234,0.3,-0.5,0.06585099450429234,0.22873532032370317,heston,2019-12-27,2021-12-27,503,0.0,True
2022-01-03,2.0,0.06577899452367722,0.3,-0.5,0.06577899452367722,0.2279625804688724,heston,2020-01-06,2022-01-03,503,0.0,True
2022-01-10,2.0,0.06593688862459599,0.3,-0.5,0.06593688862459599,0.20845283814527438,heston,2020-01-13,2022-01-10,503,0.0,True
2022-01-18,2.0,0.06621375976225294,0.3,-0.5,0.06621375976225294,0.1936967529237073,heston,2020-01-21,2022-01-18,503,0.0,True
2022-01-24,2.0,0.06637351185989958,0.3,-0.5,0.06637351185989958,0.1870980908006195,heston,2020-01-27,2022-01-24,503,0.0,True
2022-01-31,2.0,0.06665743210530543,0.3,-0.5,0.06665743210530543,0.19762156651514112,heston,2020-02-03,2022-01-31,503,0.0,True
2022-02-07,2.0,0.0668219567194986,0.3,-0.5,0.0668219567194986,0.17868182896001897,heston,2020-02-10,2022-02-07,503,0.0,True
2022-02-14,2.0,0.06731739766351803,0.3,-0.5,0.06731739766351803,0.16655415420936276,heston,2020-02-18,2022-02-14,503,0.0,True
2022-02-22,2.0,0.0666096046724756,0.3,-0.5,0.0666096046724756,0.19247078502781023,heston,2020-02-25,2022-02-22,503,0.0,True
2022-02-28,2.0,0.06512849048623305,0.3,-0.5,0.06512849048623305,0.20563446749659836,heston,2020-03-02,2022-02-28,503,0.0,True
2022-03-07,2.0,0.060540903498767125,0.3,-0.5,0.060540903498767125,0.24315758502208623,heston,2020-03-09,2022-03-07,503,0.0,True
2022-03-14,2.0,0.04318778789249139,0.3,-0.5,0.04318778789249139,0.2986799147223562,heston,2020-03-16,2022-03-14,503,0.0,True
2022-03-21,2.0,0.03927231700988339,0.3,-0.5,0.03927231700988339,0.36519931177636017,heston,2020-03-23,2022-03-21,503,0.0,True
2022-03-28,2.0,0.03326587572148938,0.3,-0.5,0.03326587572148938,0.2948287580922406,heston,2020-03-30,2022-03-28,503,0.0,True
2022-04-04,2.0,0.0298668649676272,0.3,-0.5,0.0298668649676272,0.28799736291807143,heston,2020-04-06,2022-04-04,503,0.0,False
2022-04-11,2.0,0.02914026560459793,0.3,-0.5,0.02914026560459793,0.2341850587911556,heston,2020-04-14,2022-04-11,503,0.0,False
2022-04-18,2.0,0.028529759890070276,0.3,-0.5,0.028529759890070276,0.23555309515925657,heston,2020-04-20,2022-04-18,503,0.0,False
2022-04-25,2.0,0.028294364957086128,0.3,-0.5,0.028294364957086128,0.21487427971599243,heston,2020-04-27,2022-04-25,503,0.0,False
2022-05-02,2.0,0.029035585211220887,0.3,-0.5,0.029035585211220887,0.20467795262872854,heston,2020-05-04,2022-05-02,503,0.0,False
2022-05-09,2.0,0.030480587744615883,0.3,-0.5,0.030480587744615883,0.1697540603530226,heston,2020-05-11,2022-05-09,503,0.0,False
2022-05-16,2.0,0.030006458341418633,0.3,-0.5,0.030006458341418633,0.1676632086851894,heston,2020-05-18,2022-05-16,503,0.0,False
2022-05-23,2.0,0.03097160755690061,0.3,-0.5,0.03097160755690061,0.1572789658746928,heston,2020-05-26,2022-05-23,503,0.0,False
2022-05-31,2.0,0.03137845084436678,0.3,-0.5,0.03137845084436678,0.16243969577216016,heston,2020-06-02,2022-05-31,503,0.0,False
2022-06-06,2.0,0.03127420066983955,0.3,-0.5,0.03127420066983955,0.13699898974407404,heston,2020-06-08,2022-06-06,503,0.0,False
2022-06-13,2.0,0.030948025118745174,0.3,-0.5,0.030948025118745174,0.11563044824354883,heston,2020-06-15,2022-06-13,503,0.0,False
2022-06-21,2.0,0.03167565086991255,0.3,-0.5,0.03167565086991255,0.11029643084040303,heston,2020-06-22,2022-06-21,503,0.0,True
2022-06-27,2.0,0.031500025346799014,0.3,-0.5,0.031500025346799014,0.1452948840357008,heston,2020-06-26,2022-06-27,503,0.0,False
2022-07-05,2.0,0.03149156618578965,0.3,-0.5,0.03149156618578965,0.10905912908864471,heston,2020-07-06,2022-07-05,503,0.0,False
2022-07-11,2.0,0.03152196219252056,0.3,-0.5,0.03152196219252056,0.11119036956396043,heston,2020-07-10,2022-07-11,503,0.0,False
2022-07-18,2.0,0.03162677971715076,0.3,-0.5,0.03162677971715076,0.10178802843467488,heston,2020-07-17,2022-07-18,503,0.0,True
2022-07-25,2.0,0.03194117779528063,0.3,-0.5,0.03194117779528063,0.12080887198171082,heston,2020-07-24,2022-07-25,503,0.0,True
2022-08-01,2.0,0.032361504028178,0.3,-0.5,0.032361504028178,0.13118004750290968,heston,2020-07-31,2022-08-01,503,0.0,True
2022-08-08,2.0,0.03244202811172871,0.3,-0.5,0.03244202811172871,0.12171896255947173,heston,2020-08-07,2022-08-08,503,0.0,True
2022-08-15,2.0,0.0326660272952299,0.3,-0.5,0.0326660272952299,0.1373343382304814,heston,2020-08-14,2022-08-15,503,0.0,True
2022-08-22,2.0,0.03300406407162027,0.3,-0.5,0.03300406407162027,0.11513756575846688,heston,2020-08-21,2022-08-22,503,0.0,True
2022-08-29,2.0,0.033617384164075344,0.3,-0.5,0.033617384164075344,0.0861608457031565,heston,2020-08-28,2022-08-29,503,0.0,True
2022-09-06,2.0,0.03297453690657843,0.3,-0.5,0.03297453690657843,0.08242687320393556,heston,2020-09-04,2022-09-06,503,0.0,True
2022-09-12,2.0,0.032574735847056675,0.3,-0.5,0.032574735847056675,0.12009313252698892,heston,2020-09-11,2022-09-12,503,0.0,True
2022-09-19,2.0,0.03348820888832198,0.3,-0.5,0.03348820888832198,0.09758522726466601,heston,2020-09-18,2022-09-19,503,0.0,True
2022-09-26,2.0,0.03343120088489897,0.3,-0.5,0.03343120088489897,0.06820196011912033,heston,2020-09-25,2022-09-26,503,0.0,True
2022-10-03,2.0,0.034067302548701064,0.3,-0.5,0.034067302548701064,0.06394511779951295,heston,2020-10-02,2022-10-03,503,0.0,True
2022-10-10,2.0,0.034543835409315,0.3,-0.5,0.034543835409315,0.03594255042647566,heston,2020-10-09,2022-10-10,503,0.0,True
2022-10-17,2.0,0.03532824603512175,0.3,-0.5,0.03532824603512175,0.04507405717638099,heston,2020-10-16,2022-10-17,503,0.0,True
2022-10-24,2.0,0.035667607341014144,0.3,-0.5,0.035667607341014144,0.06361985082694604,heston,2020-10-23,2022-10-24,503,0.0,True
2022-10-31,2.0,0.03522659488504207,0.3,-0.5,0.03522659488504207,0.1016945304260886,heston,2020-10-30,2022-10-31,503,0.0,True
2022-11-07,2.0,0.035135097113714125,0.3,-0.5,0.035135097113714125,0.05847344717068394,heston,2020-11-06,2022-11-07,503,0.0,True
2022-11-14,2.0,0.03663460092651467,0.3,-0.5,0.03663460092651467,0.06760371057349905,heston,2020-11-13,2022-11-14,503,0.0,True
2022-11-21,2.0,0.036522618252986194,0.3,-0.5,0.036522618252986194,0.07076564238998305,heston,2020-11-20,2022-11-21,503,0.0,True
2022-11-28,2.0,0.036614520509976836,0.3,-0.5,0.036614520509976836,0.06086171853949147,heston,2020-11-27,2022-11-28,503,0.0,True
2022-12-05,2.0,0.037157970058861255,0.3,-0.5,0.037157970058861255,0.0573266169526834,heston,2020-12-04,2022-12-05,503,0.0,True
2022-12-12,2.0,0.037377699376909344,0.3,-0.5,0.037377699376909344,0.061465436854099484,heston,2020-12-11,2022-12-12,503,0.0,True
2022-12-19,2.0,0.037761927400373596,0.3,-0.5,0.037761927400373596,0.03337950711837927,heston,2020-12-18,2022-12-19,503,0.0,True
2022-12-27,2.0,0.037949101889029724,0.3,-0.5,0.037949101889029724,0.031247879804313247,heston,2020-12-28,2022-12-27,503,0.0,True
2023-01-03,2.0,0.03808931262180031,0.3,-0.5,0.03808931262180031,0.03512628740864731,heston,2021-01-04,2023-01-03,503,0.0,True
2023-01-09,2.0,0.03827722797205553,0.3,-0.5,0.03827722797205553,0.027737120856665447,heston,2021-01-08,2023-01-09,503,0.0,True
2023-01-17,2.0,0.03833423913454161,0.3,-0.5,0.03833423913454161,0.04776536021564639,heston,2021-01-15,2023-01-17,503,0.0,True
2023-01-23,2.0,0.03859954749800974,0.3,-0.5,0.03859954749800974,0.04200316212261329,heston,2021-01-22,2023-01-23,503,0.0,True
2023-01-30,2.0,0.03818016443238666,0.3,-0.5,0.03818016443238666,0.05879199757304475,heston,2021-01-29,2023-01-30,503,0.0,True
2023-02-06,2.0,0.03821949336017209,0.3,-0.5,0.03821949336017209,0.04690730160101464,heston,2021-02-05,2023-02-06,503,0.0,True
2023-02-13,2.0,0.038434847767553744,0.3,-0.5,0.038434847767553744,0.044338629757601895,heston,2021-02-12,2023-02-13,503,0.0,True
2023-02-21,2.0,0.0387065536125779,0.3,-0.5,0.0387065536125779,0.03472615152121913,heston,2021-02-22,2023-02-21,503,0.0,True
2023-02-27,2.0,0.03841122496354804,0.3,-0.5,0.03841122496354804,0.04157760657967592,heston,2021-02-26,2023-02-27,503,0.0,True
2023-03-06,2.0,0.03792948196088529,0.3,-0.5,0.03792948196088529,0.045466835348597676,heston,2021-03-05,2023-03-06,503,0.0,True
2023-03-13,2.0,0.03814933095127753,0.3,-0.5,0.03814933095127753,0.007889863585468537,heston,2021-03-12,2023-03-13,503,0.0,True
2023-03-20,2.0,0.03847857595607554,0.3,-0.5,0.03847857595607554,0.024689239815233244,heston,2021-03-19,2023-03-20,503,0.0,True
2023-03-27,2.0,0.038519171997312286,0.3,-0.5,0.038519171997312286,0.019904423010844684,heston,2021-03-26,2023-03-27,503,0.0,True
2023-04-03,2.0,0.038577069752614525,0.3,-0.5,0.038577069752614525,0.024915743157685712,heston,2021-04-05,2023-04-03,503,0.0,True
2023-04-10,2.0,0.03856585532220816,0.3,-0.5,0.03856585532220816,0.016988760243880928,heston,2021-04-09,2023-04-10,503,0.0,True
2023-04-17,2.0,0.03859782792102327,0.3,-0.5,0.03859782792102327,0.01529672665485542,heston,2021-04-16,2023-04-17,503,0.0,True
2023-04-24,2.0,0.038429455883236485,0.3,-0.5,0.038429455883236485,0.01424926658476421,heston,2021-04-23,2023-04-24,503,0.0,True
2023-05-01,2.0,0.03875462345527229,0.3,-0.5,0.03875462345527229,0.01722368555837441,heston,2021-04-30,2023-05-01,503,0.0,True
2023-05-08,2.0,0.038956632526086055,0.3,-0.5,0.038956632526086055,0.008220088992065357,heston,2021-05-07,2023-05-08,503,0.0,True
2023-05-15,2.0,0.0384763165767966,0.3,-0.5,0.0384763165767966,0.014926245781302146,heston,2021-05-14,2023-05-15,503,0.0,True
2023-05-22,2.0,0.03851712333773101,0.3,-0.5,0.03851712333773101,0.023885577005034592,heston,2021-05-21,2023-05-22,503,0.0,True
2023-05-30,2.0,0.038670371928718514,0.3,-0.5,0.038670371928718514,0.019502140251710088,heston,2021-05-28,2023-05-30,503,0.0,True
2023-06-05,2.0,0.03878581872264934,0.3,-0.5,0.03878581872264934,0.02469947459332642,heston,2021-06-04,2023-06-05,503,0.0,True
2023-06-12,2.0,0.03884086974560926,0.3,-0.5,0.03884086974560926,0.030502061343009933,heston,2021-06-11,2023-06-12,503,0.0,True
2023-06-20,2.0,0.0388137645461983,0.3,-0.5,0.0388137645461983,0.04558846938569114,heston,2021-06-18,2023-06-20,503,0.0,True
2023-06-26,2.0,0.03873946372145103,0.3,-0.5,0.03873946372145103,0.026786455414175257,heston,2021-06-24,2023-06-26,503,0.0,True
2023-07-03,2.0,0.038851928634515566,0.3,-0.5,0.038851928634515566,0.034739733054820233,heston,2021-07-01,2023-07-03,503,0.0,True
2023-07-10,2.0,0.03882038807102835,0.3,-0.5,0.03882038807102835,0.029469774974493636,heston,2021-07-08,2023-07-10,503,0.0,True
2023-07-17,2.0,0.038833678568113233,0.3,-0.5,0.038833678568113233,0.03762364196228776,heston,2021-07-15,2023-07-17,503,0.0,True
2023-07-24,2.0,0.038616713875339735,0.3,-0.5,0.038616713875339735,0.040417583347045524,heston,2021-07-22,2023-07-24,503,0.0,True
2023-07-31,2.0,0.03861768676532268,0.3,-0.5,0.03861768676532268,0.038426602511623505,heston,2021-07-29,2023-07-31,503,0.0,True
2023-08-07,2.0,0.038694454336027265,0.3,-0.5,0.038694454336027265,0.029395849398847526,heston,2021-08-05,2023-08-07,503,0.0,True
2023-08-14,2.0,0.038732314898796597,0.3,-0.5,0.038732314898796597,0.02273148236111535,heston,2021-08-12,2023-08-14,503,0.0,True
2023-08-21,2.0,0.03879095981779602,0.3,-0.5,0.03879095981779602,0.018802857231497033,heston,2021-08-19,2023-08-21,503,0.0,True
2023-08-28,2.0,0.03890768194202979,0.3,-0.5,0.03890768194202979,0.015509074408765589,heston,2021-08-26,2023-08-28,503,0.0,True
2023-09-05,2.0,0.03897635452519195,0.3,-0.5,0.03897635452519195,0.015102376525884129,heston,2021-09-02,2023-09-05,503,0.0,True
2023-09-11,2.0,0.03901026990255707,0.3,-0.5,0.03901026990255707,0.018913385467003732,heston,2021-09-09,2023-09-11,503,0.0,True
2023-09-18,2.0,0.039100657958999724,0.3,-0.5,0.039100657958999724,0.015568451514828472,heston,2021-09-16,2023-09-18,503,0.0,True
2023-09-25,2.0,0.038948330202003056,0.3,-0.5,0.038948330202003056,0.00694021911651598,heston,2021-09-23,2023-09-25,503,0.0,True
2023-10-02,2.0,0.03878793499035485,0.3,-0.5,0.03878793499035485,0.017252989082501263,heston,2021-09-30,2023-10-02,503,0.0,True
2023-10-09,2.0,0.03874151871814028,0.3,-0.5,0.03874151871814028,0.012042235531467466,heston,2021-10-07,2023-10-09,503,0.0,True
2023-10-16,2.0,0.03867233710874571,0.3,-0.5,0.03867233710874571,0.011968308690889452,heston,2021-10-14,2023-10-16,503,0.0,True
2023-10-23,2.0,0.038800445601819666,0.3,-0.5,0.038800445601819666,-0.018597347342428093,heston,2021-10-21,2023-10-23,503,0.0,True
2023-10-30,2.0,0.03901248356746135,0.3,-0.5,0.03901248356746135,-0.029525259321897788,heston,2021-10-28,2023-10-30,503,0.0,True
2023-11-06,2.0,0.03927697046283348,0.3,-0.5,0.03927697046283348,-0.015033076711319388,heston,2021-11-04,2023-11-06,503,0.0,True
2023-11-13,2.0,0.03939024888861159,0.3,-0.5,0.03939024888861159,-0.00644789051154834,heston,2021-11-11,2023-11-13,503,0.0,True
2023-11-20,2.0,0.039565468727115735,0.3,-0.5,0.039565468727115735,0.0030052756521453637,heston,2021-11-18,2023-11-20,503,0.0,True
2023-11-27,2.0,0.03956715778789921,0.3,-0.5,0.03956715778789921,0.0035580921149281908,heston,2021-11-24,2023-11-27,503,0.0,True
2023-12-04,2.0,0.03890562774825638,0.3,-0.5,0.03890562774825638,0.018674540756730678,heston,2021-12-02,2023-12-04,503,0.0,True
2023-12-11,2.0,0.03861465619886105,0.3,-0.5,0.03861465619886105,0.014601401269504337,heston,2021-12-09,2023-12-11,503,0.0,True
2023-12-18,2.0,0.038488624292248634,0.3,-0.5,0.038488624292248634,0.025138301988701144,heston,2021-12-16,2023-12-18,503,0.0,True
2023-12-26,2.0,0.03827724381729446,0.3,-0.5,0.03827724381729446,0.024486138740693615,heston,2021-12-23,2023-12-26,503,0.0,True
