as_of_date,model_name,expected_variance,median_variance,lower_quantile,upper_quantile,monte_carlo_standard_error,heston_used,heston_failure,implied_variance,variance_edge,realized_variance,forecast_error,abs_error,edge_sign_correct
2022-06-16,ensemble,0.044611165657169896,0.044611165657169896,0.044611165657169896,0.044611165657169896,0.0,True,,0.108321949129,-0.06371078347183011,0.04726222934154563,-0.002651063684375732,0.002651063684375732,True
2022-06-17,ensemble,0.04362269996062848,0.04362269996062848,0.04362269996062848,0.04362269996062848,0.0,True,,0.09681867864900001,-0.05319597868837153,0.04769071716161954,-0.004068017200991057,0.004068017200991057,True
2022-06-21,ensemble,0.04460061657315337,0.04460061657315337,0.04460061657315337,0.04460061657315337,0.0,True,,0.091184673024,-0.046584056450846636,0.041505134144266785,0.0030954824288865826,0.0030954824288865826,True
2022-06-22,ensemble,0.04454025379176978,0.04454025379176978,0.04454025379176978,0.04454025379176978,0.0,True,,0.084019979044,-0.03947972525223023,0.042508275602356115,0.002031978189413662,0.002031978189413662,True
2022-06-23,ensemble,0.04434682432943455,0.04434682432943455,0.04434682432943455,0.04434682432943455,0.0,True,,0.084422208025,-0.04007538369556545,0.04138407445597506,0.002962749873459486,0.002962749873459486,True
2022-06-24,ensemble,0.04525394023674132,0.04525394023674132,0.04525394023674132,0.04525394023674132,0.0,True,,0.07418378268900001,-0.028929842452258693,0.0313283649438726,0.013925575292868718,0.013925575292868718,True
2022-06-27,ensemble,0.04547034609935656,0.04547034609935656,0.04547034609935656,0.04547034609935656,0.0,True,,0.07244656728099999,-0.02697622118164343,0.03903843775600698,0.006431908343349578,0.006431908343349578,True
2022-06-28,ensemble,0.04576642172989963,0.04576642172989963,0.04576642172989963,0.04576642172989963,0.0,True,,0.080251524369,-0.03448510263910037,0.03578843129212989,0.009977990437769736,0.009977990437769736,True
2022-06-29,ensemble,0.04568493647110111,0.04568493647110111,0.04568493647110111,0.04568493647110111,0.0,True,,0.07946873760399999,-0.033783801132898875,0.03829425882182857,0.007390677649272544,0.007390677649272544,True
2022-06-30,ensemble,0.04566297046140519,0.04566297046140519,0.04566297046140519,0.04566297046140519,0.0,True,,0.08255737958399999,-0.0368944091225948,0.037601262277156565,0.008061708184248624,0.008061708184248624,True
2022-07-01,ensemble,0.045342889202563755,0.045342889202563755,0.045342889202563755,0.045342889202563755,0.0,True,,0.071396908804,-0.026054019601436246,0.03679873451176806,0.008544154690795697,0.008544154690795697,True
2022-07-05,ensemble,0.04539109768866259,0.04539109768866259,0.04539109768866259,0.04539109768866259,0.0,True,,0.07582588322500002,-0.030434785536337425,0.039653211848096635,0.005737885840565955,0.005737885840565955,True
2022-07-06,ensemble,0.0454284359538255,0.0454284359538255,0.0454284359538255,0.0454284359538255,0.0,True,,0.07156106508099999,-0.02613262912717449,0.039522278283534,0.005906157670291498,0.005906157670291498,True
2022-07-07,ensemble,0.04565799169305632,0.04565799169305632,0.04565799169305632,0.04565799169305632,0.0,True,,0.06801246726400001,-0.022354475570943687,0.036904596884323494,0.008753394808732828,0.008753394808732828,True
2022-07-08,ensemble,0.04500737789391496,0.04500737789391496,0.04500737789391496,0.04500737789391496,0.0,True,,0.060589330201000005,-0.015581952307085048,0.03691266053637129,0.00809471735754367,0.00809471735754367,True
2022-07-11,ensemble,0.04502367324179797,0.04502367324179797,0.04502367324179797,0.04502367324179797,0.0,True,,0.068585324544,-0.02356165130220203,0.035518590176205025,0.009505083065592945,0.009505083065592945,True
2022-07-12,ensemble,0.04487985400233916,0.04487985400233916,0.04487985400233916,0.04487985400233916,0.0,True,,0.07439474451599999,-0.02951489051366083,0.03975550520825815,0.00512434879408101,0.00512434879408101,True
2022-07-13,ensemble,0.044759523001179476,0.044759523001179476,0.044759523001179476,0.044759523001179476,0.0,True,,0.07185401913600001,-0.027094496134820532,0.039422796079377334,0.0053367269218021415,0.0053367269218021415,True
2022-07-14,ensemble,0.044782150049498495,0.044782150049498495,0.044782150049498495,0.044782150049498495,0.0,True,,0.06965640562500001,-0.02487425557550152,0.04273360250686925,0.002048547542629245,0.002048547542629245,True
2022-07-15,ensemble,0.045655061910491596,0.045655061910491596,0.045655061910491596,0.045655061910491596,0.0,True,,0.058756790404,-0.013101728493508408,0.038638731966538206,0.007016329943953389,0.007016329943953389,True
2022-07-18,ensemble,0.04548505217045028,0.04548505217045028,0.04548505217045028,0.04548505217045028,0.0,True,,0.06398876160000001,-0.018503709429549736,0.03785974527046623,0.007625306899984044,0.007625306899984044,True
2022-07-19,ensemble,0.045486641657611626,0.045486641657611626,0.045486641657611626,0.045486641657611626,0.0,True,,0.060124020804,-0.014637379146388373,0.02993914492036411,0.015547496737247517,0.015547496737247517,True
2022-07-20,ensemble,0.04506678704870429,0.04506678704870429,0.04506678704870429,0.04506678704870429,0.0,True,,0.05694570868900001,-0.01187892164029572,0.029555896541611525,0.015510890507092763,0.015510890507092763,True
2022-07-21,ensemble,0.045412876791188224,0.045412876791188224,0.045412876791188224,0.045412876791188224,0.0,True,,0.053339750116,-0.007926873324811776,0.030520545356832598,0.014892331434355626,0.014892331434355626,True
2022-07-22,ensemble,0.044878012493126763,0.044878012493126763,0.044878012493126763,0.044878012493126763,0.0,True,,0.053067111769,-0.00818909927587324,0.034791240075652284,0.01008677241747448,0.01008677241747448,True
2022-07-25,ensemble,0.0449787250893616,0.0449787250893616,0.0449787250893616,0.0449787250893616,0.0,True,,0.054426557025,-0.009447831935638404,0.03484395336646287,0.010134771722898728,0.010134771722898728,True
2022-07-26,ensemble,0.04486547925917875,0.04486547925917875,0.04486547925917875,0.04486547925917875,0.0,True,,0.060918631489,-0.016053152229821253,0.03326676123453632,0.011598718024642428,0.011598718024642428,True
2022-07-27,ensemble,0.045519797843026316,0.045519797843026316,0.045519797843026316,0.045519797843026316,0.0,True,,0.054022775184,-0.008502977340973682,0.027739257387895285,0.01778054045513103,0.01778054045513103,True
2022-07-28,ensemble,0.04553366326893794,0.04553366326893794,0.04553366326893794,0.04553366326893794,0.0,True,,0.04988343571599999,-0.004349772447062049,0.04010428703930714,0.0054293762296308,0.0054293762296308,True
